Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
Antrim Grove,,4      Antrim Grove,,NW3 4XR,5,Hospitals/Childcare/Caring Premises,595052,FHRS,10,5,10,3,08/10/2013,False,78848,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527516,184892,-0.162367,51.548521,Unknown,08/05/2016,"(51.548521, -0.162367)",89
Franx Snack Bar,,192      Shaftesbury Avenue,London,WC2H 8JL,1,Restaurant/Cafe/Canteen,423814,FHRS,0,5,0,5,19/11/2010,False,13235,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530092,181271,-0.126587,51.515402,Unknown,08/05/2016,"(51.515402, -0.126587)",890
Freemasons Arms,,32      Downshire Hill,London,NW3 1NT,7843,Pub/bar/nightclub,423955,FHRS,0,0,0,5,08/05/2012,False,1565,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527003,185772,-0.169444,51.556545,Unknown,08/05/2016,"(51.556545, -0.169444)",891
Freestate Coffee,,17-23      Southampton Row,,WC1B 5HA,7844,Takeaway/sandwich shop,576928,FHRS,5,10,5,4,10/07/2013,False,76421,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530446,181613,-0.121348,51.518385,Unknown,08/05/2016,"(51.518385, -0.121348)",892
Fresh & Co,,71 Clerkenwell Road,,EC1R 5BU,7844,Takeaway/sandwich shop,773823,FHRS,15,20,10,1,08/06/2015,False,79766,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531337,182034,-0.108371,51.52197,Unknown,08/05/2016,"(51.52197, -0.108371)",893
Fresh Miso,,37      Great Russell Street,London,WC1B 3PP,1,Restaurant/Cafe/Canteen,426309,FHRS,5,10,5,4,18/11/2013,False,71396,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530045,181534,-0.127167,51.517776,Unknown,08/05/2016,"(51.517776, -0.127167)",894
Freud Cafe Bar,,198      Shaftesbury Avenue,London,WC2H 8JL,1,Restaurant/Cafe/Canteen,423815,FHRS,5,5,5,5,19/03/2012,False,13239,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530092,181271,-0.126587,51.515402,Unknown,08/05/2016,"(51.515402, -0.126587)",895
Fri Chiks,,11      Kentish Town Road,London,NW1 8NH,1,Restaurant/Cafe/Canteen,424873,FHRS,10,10,10,3,21/04/2015,False,3761,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528914,183946,-0.142576,51.539711,Unknown,08/05/2016,"(51.539711, -0.142576)",896
Friend at Hand,,4      Herbrand Street,London,WC1N 1HX,7843,Pub/bar/nightclub,426483,FHRS,5,5,0,5,29/02/2012,False,8739,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530208,182113,-0.124592,51.522933,Unknown,08/05/2016,"(51.522933, -0.124592)",897
Friends House Restaurant,Friends House,173-177      Euston Road,London,NW1 2BJ,1,Restaurant/Cafe/Canteen,425561,FHRS,0,5,0,5,02/07/2010,False,57693,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529641,182473,-0.132627,51.526307,Unknown,08/05/2016,"(51.526307, -0.132627)",898
Friends Snack Bar 3rd floor,Royal London Homeopathic Hospi,Great Ormond Street,London,WC1N 3AY,1,Restaurant/Cafe/Canteen,425293,FHRS,0,0,5,5,29/03/2016,False,53368,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530310,182056,-0.123143,51.522406,Unknown,08/05/2016,"(51.522406, -0.123143)",899
@ Normans Newsagents,University College Hospital,235      Euston Road,London,NW1 2BU,4613,Retailers - other,425237,FHRS,5,5,5,5,16/01/2013,False,52071,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529340,182307,-0.137025,51.524876,Unknown,08/05/2016,"(51.524876, -0.137025)",9
Apartment 58,,101      New Oxford Street,London,WC1A 1DD,7843,Pub/bar/nightclub,424523,FHRS,0,0,10,4,15/03/2006,False,25525,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529886,181367,-0.129505,51.516303,Unknown,08/05/2016,"(51.516303, -0.129505)",90
Fruit and Vegetables Corner of Oxford Arms,,Islip Street,London,NW5 2DJ,4613,Retailers - other,424726,FHRS,0,0,0,5,08/05/2008,False,31846,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529095,185028,-0.139557,51.549393,Unknown,08/05/2016,"(51.549393, -0.139557)",900
Fuel Stop Cafe,,250      Gray's Inn Road,,WC1X 8JR,1,Restaurant/Cafe/Canteen,470874,FHRS,10,10,10,3,12/06/2013,False,74295,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530796,182325,-0.116056,51.524711,Unknown,08/05/2016,"(51.524711, -0.116056)",901
Fung Sun Kitchen,,80      Chalk Farm Road,London,NW1 8AR,7844,Takeaway/sandwich shop,424112,FHRS,15,15,10,2,23/02/2016,False,20458,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528261,184386,-0.151813,51.543805,Unknown,08/05/2016,"(51.543805, -0.151813)",902
G & B Foodstores,,272      Kentish Town Road,London,NW5 2AA,4613,Retailers - other,423903,FHRS,0,5,5,5,14/07/2011,False,14379,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529030,185096,-0.140483,51.550019,Unknown,08/05/2016,"(51.550019, -0.140483)",903
GNC,,106a      Kilburn High Road,London,NW6 4HY,4613,Retailers - other,425987,FHRS,,,,Exempt,12/04/2010,False,63028,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525292,183852,-0.194794,51.539681,Unknown,08/05/2016,"(51.539681, -0.194794)",904
Gail's Bakery & Kitchen,,11-13      Bayley Street,,WC1B 3HD,1,Restaurant/Cafe/Canteen,571648,FHRS,5,5,10,4,11/02/2014,False,76884,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529696,181638,-0.132142,51.518782,Unknown,08/05/2016,"(51.518782, -0.132142)",905
Gails,,167      Haverstock Hill,,NW3 4QT,1,Restaurant/Cafe/Canteen,639839,FHRS,5,5,5,5,04/03/2014,False,77763,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527366,185036,-0.164491,51.549849,Unknown,08/05/2016,"(51.549849, -0.164491)",906
Gala Casino Tottenham Court Rd,,262      Tottenham Court Road,London,W1T 7RG,7841,Other catering premises,424577,FHRS,0,0,0,5,18/08/2008,False,26741,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529815,181491,-0.130482,51.517434,Unknown,08/05/2016,"(51.517434, -0.130482)",907
Gallery Coffee Shop,University Of London Union,Malet Street,London,WC1E 7HY,7843,Pub/bar/nightclub,425360,FHRS,5,5,5,5,01/02/2010,False,54722,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529754,182075,-0.13116,51.522696,Unknown,08/05/2016,"(51.522696, -0.13116)",908
Gallery Diner,University Of London Union,Malet Street,London,WC1E 7HY,1,Restaurant/Cafe/Canteen,424815,FHRS,10,0,10,4,11/05/2015,False,35389,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529754,182075,-0.13116,51.522696,Unknown,08/05/2016,"(51.522696, -0.13116)",909
Ape and Bird,,142      Shaftesbury Avenue,,WC2H 8HJ,7843,Pub/bar/nightclub,717328,FHRS,5,5,10,4,06/11/2014,False,76912,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529949,181046,-0.12873,51.513404,Unknown,08/05/2016,"(51.513404, -0.12873)",91
Garden Cafe & Restaurant,,3      Goldhurst Terrace,London,NW6 3HX,1,Restaurant/Cafe/Canteen,425008,FHRS,5,10,10,3,18/04/2012,False,4427,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526339,184556,-0.179467,51.545766,Unknown,08/05/2016,"(51.545766, -0.179467)",910
Gardiner & Theobald LLP,,10-12      South Crescent,,WC1E 7BD,1,Restaurant/Cafe/Canteen,817059,FHRS,10,10,0,4,12/10/2015,False,76961,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529684,181692,-0.132309,51.519279,Unknown,08/05/2016,"(51.519279, -0.132309)",911
lexington Catering Limited,The Iceworks,34      Jamestown Road,London,NW1 7BY,1,Restaurant/Cafe/Canteen,746326,FHRS,0,5,0,5,25/03/2015,False,64153,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528574,183991,-0.147459,51.540193,Unknown,08/05/2016,"(51.540193, -0.147459)",2796
Garth Hotel,,69      Gower Street,London,WC1E 6HJ,7842,Hotel/bed & breakfast/guest house,424220,FHRS,5,10,10,3,24/02/2011,False,21131,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529682,181972,-0.132221,51.521787,Unknown,08/05/2016,"(51.521787, -0.132221)",913
Garufin,,8b      Lamb's Conduit Passage,,WC1R 4RH,1,Restaurant/Cafe/Canteen,516237,FHRS,5,10,10,3,22/01/2015,False,75908,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530681,181808,-0.117891,51.520083,Unknown,08/05/2016,"(51.520083, -0.117891)",914
Gateshill Newsagents,,39      Bloomsbury Way,London,WC1A 2SA,4613,Retailers - other,423751,FHRS,5,10,0,4,10/08/2008,False,11548,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530184,181507,-0.125161,51.517501,Unknown,08/05/2016,"(51.517501, -0.125161)",915
Gaucho Grill,,58-62      Charlotte Street,London,W1T 2NU,1,Restaurant/Cafe/Canteen,425669,FHRS,0,0,0,5,23/04/2012,False,59223,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529435,181787,-0.135847,51.520181,Unknown,08/05/2016,"(51.520181, -0.135847)",916
Gen Restaurant,,243      West End Lane,London,NW6 1XN,1,Restaurant/Cafe/Canteen,424667,FHRS,0,10,5,4,03/02/2012,False,3043,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525476,184987,-0.191738,51.54984,Unknown,08/05/2016,"(51.54984, -0.191738)",917
General Medical Council,,350      Euston Road,London,NW1 3AX,1,Restaurant/Cafe/Canteen,425111,FHRS,0,0,0,5,30/07/2012,False,47977,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528987,182244,-0.142133,51.524399,Unknown,08/05/2016,"(51.524399, -0.142133)",918
George Birkbeck Bar,University Of London Birkbeck College,Malet Street,,WC1E 7HX,7843,Pub/bar/nightclub,688193,FHRS,0,0,0,5,22/05/2014,False,75400,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529988,181893,-0.127856,51.521007,Unknown,08/05/2016,"(51.521007, -0.127856)",919
Apostrophe,,75      High Holborn,London,WC1V 6LS,1,Restaurant/Cafe/Canteen,425918,FHRS,5,0,0,5,14/04/2012,False,62174,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530738,181586,-0.117166,51.518075,Unknown,08/05/2016,"(51.518075, -0.117166)",92
George Farha Cafe,University College Of London L,136      Gower Street,London,WC1E 6BP,1,Restaurant/Cafe/Canteen,426344,FHRS,5,5,5,5,02/11/2011,False,71803,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529466,182330,-0.135201,51.525062,Unknown,08/05/2016,"(51.525062, -0.135201)",920
George Hotel,,58-60      Cartwright Gardens,London,WC1H 9EL,7842,Hotel/bed & breakfast/guest house,426313,FHRS,5,10,5,4,09/11/2015,False,7145,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530032,182476,-0.126993,51.526244,Unknown,08/05/2016,"(51.526244, -0.126993)",921
George IV,,76      Willes Road,London,NW5 3DL,7843,Pub/bar/nightclub,425065,FHRS,5,5,10,4,14/12/2010,False,4649,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528724,184908,-0.144949,51.548399,Unknown,08/05/2016,"(51.548399, -0.144949)",922
Ghandi's Restaurant,,35      Gray's Inn Road,London,WC1X 8PP,1,Restaurant/Cafe/Canteen,426406,FHRS,5,5,10,4,05/10/2012,False,7515,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530941,182034,-0.114062,51.522054,Unknown,08/05/2016,"(51.522054, -0.114062)",923
Giacobazzi's,,150      Fleet Road,London,NW3 2QX,4613,Retailers - other,424591,FHRS,10,5,5,4,28/03/2013,False,2701,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527451,185478,-0.163092,51.553802,Unknown,08/05/2016,"(51.553802, -0.163092)",924
Gigs Fish & Kebab House,,12      Tottenham Street,London,W1T 4RE,1,Restaurant/Cafe/Canteen,423978,FHRS,5,0,0,5,20/04/2010,False,1741,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529470,181849,-0.13532,51.52073,Unknown,08/05/2016,"(51.52073, -0.13532)",925
Gilgamesh,"1st Floor Building C, The Stables Market",Chalk Farm Road,,NW1 8AH,1,Restaurant/Cafe/Canteen,830821,FHRS,5,10,5,4,01/12/2015,False,83479,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528575,184192,-0.147371,51.541999,Unknown,08/05/2016,"(51.541999, -0.147371)",926
Ginger Jules,Gordon Square Garden,Gordon Square,,,7844,Takeaway/sandwich shop,760596,FHRS,10,10,10,3,05/05/2015,False,82942,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,928
Ginger and White,,2a      England's Lane,London,NW3 4TG,1,Restaurant/Cafe/Canteen,426368,FHRS,5,5,10,4,21/06/2012,False,72470,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527579,184671,-0.161553,51.546521,Unknown,08/05/2016,"(51.546521, -0.161553)",929
Apostrophe,The O2 Centre,255      Finchley Road,,NW3 6LU,1,Restaurant/Cafe/Canteen,425741,FHRS,0,5,0,5,20/10/2011,False,60345,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526196,184795,-0.181428,51.547954,Unknown,08/05/2016,"(51.547954, -0.181428)",93
Giotto Restaurant,,52-54      New Oxford Street,London,WC1A 1ES,1,Restaurant/Cafe/Canteen,424333,FHRS,10,5,10,3,09/06/2015,False,22065,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530112,181470,-0.126226,51.517177,Unknown,08/05/2016,"(51.517177, -0.126226)",930
Giovanni Rana,,17-19      Triton Street,,NW1 3BF,1,Restaurant/Cafe/Canteen,426169,FHRS,5,0,0,5,18/01/2012,False,68105,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528937,182239,-0.142855,51.524365,Unknown,08/05/2016,"(51.524365, -0.142855)",931
Giraffe,,19-21      Brunswick Centre,London,WC1N 1AF,1,Restaurant/Cafe/Canteen,425333,FHRS,10,5,5,4,07/04/2016,False,54291,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530248,182328,-0.12395,51.524856,Unknown,08/05/2016,"(51.524856, -0.12395)",932
Giraffe,,196-198 Haverstock Hill,,NW3 2AG,1,Restaurant/Cafe/Canteen,426001,FHRS,5,5,10,4,07/06/2012,False,63406,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527326,185152,-0.165025,51.550909,Unknown,08/05/2016,"(51.550909, -0.165025)",933
Globe Lawn Tennis Club Bar,,190a      Haverstock Hill,London,NW3 2AL,7843,Pub/bar/nightclub,759316,FHRS,5,10,10,3,22/04/2015,False,68289,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527400,185075,-0.163986,51.5502,Unknown,08/05/2016,"(51.5502, -0.163986)",936
Golden Tulip Cafe,,50      Phoenix Road,London,NW1 1ES,1,Restaurant/Cafe/Canteen,424343,FHRS,10,10,10,3,20/11/2013,False,22162,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529756,183015,-0.130785,51.531143,Unknown,08/05/2016,"(51.531143, -0.130785)",937
Golden Valley,,177      York Way,London,N7 9LN,7844,Takeaway/sandwich shop,423920,FHRS,10,10,10,3,17/04/2012,False,14473,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529875,184926,-0.128366,51.548298,Unknown,08/05/2016,"(51.548298, -0.128366)",938
Goldfish,,16      Hampstead High Street,,NW3 1PX,1,Restaurant/Cafe/Canteen,571649,FHRS,15,10,20,1,05/01/2016,False,76886,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526574,185668,-0.17568,51.555707,Unknown,08/05/2016,"(51.555707, -0.17568)",939
Apostrophe Restaurants Ltd,,Brunswick Centre,London,WC1N 1AE,1,Restaurant/Cafe/Canteen,425575,FHRS,0,5,5,5,11/09/2012,False,57784,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530240,182214,-0.1241073384881,51.5238418579102,Unknown,08/05/2016,"(51.5238418579102, -0.1241073384881)",94
Goodenough College,London House,Mecklenburgh Square,London,WC1N 2AB,1,Restaurant/Cafe/Canteen,424315,FHRS,0,5,0,5,11/04/2012,False,21943,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530637,182264,-0.118356,51.524191,Unknown,08/05/2016,"(51.524191, -0.118356)",940
Goodge Street News,,49      Goodge Street,London,W1T 1TE,4613,Retailers - other,423684,FHRS,0,5,20,1,29/12/2014,False,10558,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529428,181670,-0.135991,51.519131,Unknown,08/05/2016,"(51.519131, -0.135991)",941
Google UK Ltd,,1 St Giles High Street,,WC2H 8AG,1,Restaurant/Cafe/Canteen,708537,FHRS,0,0,0,5,03/10/2014,False,81842,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529927,181072,-0.129037,51.513643,Unknown,08/05/2016,"(51.513643, -0.129037)",942
Gordon's Cafe,,25      Gordon Street,London,WC1H 0AH,1,Restaurant/Cafe/Canteen,424216,FHRS,0,0,5,5,26/01/2015,False,21120,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529617,182364,-0.133013,51.525333,Unknown,08/05/2016,"(51.525333, -0.133013)",943
Gospel Oak Childrens Centre,Gospel Oak Family Health Centr,Lismore Circus,London,NW5 4RA,5,Hospitals/Childcare/Caring Premises,424298,FHRS,5,0,5,5,03/12/2014,False,21844,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528022,185317,-0.154919,51.552226,Unknown,08/05/2016,"(51.552226, -0.154919)",944
Gospel Oak School Association,Gospel Oak Primary School,Mansfield Road,London,NW3 2JB,7845,School/college/university,424595,FHRS,5,5,5,5,27/02/2013,False,2728,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528150,185588,-0.152975,51.554632,Unknown,08/05/2016,"(51.554632, -0.152975)",945
Goulds Chemists Ltd,,14      Crowndale Road,London,NW1 1TT,4613,Retailers - other,426130,FHRS,,,,Exempt,06/08/2008,False,6742,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529507,183499,-0.134195,51.53555,Unknown,08/05/2016,"(51.53555, -0.134195)",946
Gourmet Burger Kitchen,,331      West End Lane,London,NW6 1RS,1,Restaurant/Cafe/Canteen,424933,FHRS,10,5,5,4,30/03/2016,False,40985,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525375,185220,-0.193111,51.551948,Unknown,08/05/2016,"(51.551948, -0.193111)",947
Gourmet Burger Kitchen,,44      Brunswick Centre,London,WC1N 1AE,1,Restaurant/Cafe/Canteen,425458,FHRS,10,10,10,3,31/03/2016,False,56253,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530240,182214,-0.124107,51.523842,Unknown,08/05/2016,"(51.523842, -0.124107)",948
