sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
264994,0.472219520298728,2,7,4,1,5,1,3,2
264995,,,7,9,6,5,5,2,1
264997,,,4,5,2,2,2,2,2
264998,,,7,5,4,5,4,1,1
264999,,,7,9,2,2,2,2,2
265000,0.46455347792374,2,7,8,2,5,2,2,1
265002,0.425544835791648,2,7,4,5,3,3,2,1
265003,,,4,4,5,5,5,2,2
265004,1.24805534607895,2,7,7,6,6,6,3,1
265005,1.61262493174034,2,7,8,6,6,6,1,1
265007,,,7,4,3,3,3,1,2
265009,0.4854494051016,3,7,4,4,5,4,3,2
265011,0.537022921472989,2,7,3,6,6,6,3,1
265013,2.33679053927861,3,7,3,5,4,4,3,2
265014,0.31480455588967,2,7,5,6,4,4,1,2
265016,,,7,4,2,3,2,1,2
265017,0.49567433881879,2,7,8,4,5,4,3,2
265019,,,4,10,5,5,5,3,2
265020,0.313837847895545,2,7,9,3,2,2,1,2
265023,,,4,1,2,2,2,1,1
265025,1.07526595946248,2,7,9,6,5,5,2,2
265027,,,7,10,3,2,2,2,2
265029,,,7,10,4,2,2,2,1
265030,,,7,3,3,6,3,3,2
265031,1.46341930054551,3,7,3,6,6,6,3,1
265032,,,4,11,6,4,4,3,2
265033,,,7,3,5,6,5,3,1
265036,,,7,6,3,3,3,3,2
265037,,,7,6,3,2,2,1,2
265038,,,1,9,4,5,4,3,2
265041,,,7,10,2,3,2,1,2
265042,0.919074095285407,4,7,4,5,5,5,3,2
265044,,,7,5,3,2,2,3,1
265047,,,7,3,2,3,2,3,1
265048,,,4,8,5,3,3,2,2
265049,,,7,9,3,2,2,3,1
265051,0.583303124017414,2,7,8,4,5,4,3,1
265052,1.95335849607861,1,7,4,5,3,3,1,2
265054,1.15414403433674,6,7,7,5,5,5,3,1
265055,0.514302735023143,3,7,5,3,3,3,3,1
265056,,,7,9,1,6,1,1,2
265057,0.953157015594283,3,7,2,2,2,2,2,1
265058,,,7,8,6,5,5,3,2
265060,,,7,3,2,2,2,2,1
265061,0.528642604217314,3,4,9,4,5,4,3,2
265064,0.499369760902713,2,7,9,1,2,1,3,2
265065,,,7,3,1,5,1,3,2
265067,,,7,5,1,6,1,1,1
265068,,,7,3,5,6,5,2,2
265069,,,4,5,3,4,3,3,2
265070,,,4,2,6,6,6,3,2
265072,,,7,8,6,6,6,3,1
265073,,,4,11,4,5,4,3,1
265075,,,7,10,5,6,5,2,1
265076,0.504002150264416,2,4,10,3,5,3,2,2
265077,,,7,9,6,3,3,3,2
265084,,,4,10,5,5,5,2,1
265085,,,7,1,6,2,2,3,2
265086,,,4,4,3,2,2,3,2
265088,2.03647479128131,6,4,7,6,6,6,3,2
265090,,,4,6,2,4,2,1,2
265095,,,4,11,4,5,4,3,1
265096,,,7,3,2,2,2,1,2
265097,,,7,6,6,6,6,3,1
265099,,,7,6,2,2,2,2,2
265101,,,7,3,6,6,6,1,2
265102,0.606545166482389,2,7,3,3,3,3,1,2
265103,,,4,8,5,5,5,3,2
265104,,,4,3,6,6,6,3,1
265105,,,-9,1,5,6,5,3,1
265106,0.478772591741099,2,4,1,2,6,2,2,2
265108,0.532078000126765,7,7,9,1,2,1,1,2
265109,,,7,2,5,6,5,3,1
265113,,,7,7,1,6,1,1,2
265115,,,7,2,4,5,4,3,1
265116,0.613169289456967,2,7,2,3,6,3,2,2
265117,0.464430802614079,2,7,3,1,5,1,1,1
265119,0.676198102047958,2,7,10,3,6,3,3,1
265120,,,4,9,6,3,3,3,1
265124,2.10255843529932,6,4,3,6,2,2,1,1
265128,0.80896037418353,2,4,8,2,3,2,1,1
265132,,,7,1,5,6,5,3,2
265133,1.14918363877383,3,4,9,6,5,5,2,2
265135,,,4,3,5,2,2,3,1
265138,0.538788620022993,2,7,3,2,2,2,2,1
265140,,,1,3,2,5,2,3,1
265147,,,7,11,4,4,4,2,1
265149,,,7,9,1,3,1,1,1
265150,1.25776221667282,1,4,9,6,2,2,3,1
265151,0.738788250237482,2,7,8,1,2,1,1,1
265152,0.388066972604567,2,7,9,1,2,1,2,2
265153,0.346383287188344,3,7,5,3,3,3,3,2
265155,,,7,2,6,1,1,2,1
265156,,,7,2,2,5,2,1,1
265159,,,7,2,4,2,2,3,1
265160,0.439830563997027,2,7,2,2,3,2,2,1
265163,,,7,6,3,6,3,2,1
265164,0.46653636338342,2,7,6,2,2,2,1,2
265165,,,7,2,4,4,4,2,1
265166,0.869882573382474,2,4,10,2,2,2,1,1
265167,,,7,9,1,4,1,2,2
265168,,,7,9,1,3,1,3,1
265169,,,-9,9,6,6,6,2,2
265170,0.764031254884814,2,7,11,3,5,3,3,1
265175,0.510074400488359,2,4,8,3,5,3,2,2
265176,,,4,5,2,4,2,3,1
265178,2.32024886758485,3,7,6,2,5,2,1,2
265180,,,7,3,4,2,2,3,2
265181,,,7,8,6,6,6,3,2
265182,1.09064253383687,8,4,3,6,5,5,3,2
265184,,,-9,10,6,5,5,3,2
265192,,,7,1,1,2,1,1,2
265194,0.572976306921823,2,7,6,3,6,3,3,1
265196,,,7,11,6,6,6,1,2
265200,1.53126124891208,1,7,9,3,3,3,2,1
265202,,,4,9,1,2,1,1,2
265204,,,7,7,6,3,3,2,2
265205,,,7,3,6,5,5,3,1
265206,2.9145681498534,4,7,2,2,3,2,3,1
265207,,,7,3,6,6,6,3,2
265208,,,7,5,3,6,3,3,1
265210,,,7,9,1,2,1,1,2
265211,,,7,2,3,5,3,3,2
265212,,,7,2,3,3,3,1,1
265213,,,7,7,6,6,6,3,1
265214,,,7,6,5,6,5,3,1
265215,0.394013222034972,2,7,1,1,1,1,1,2
265216,,,7,1,2,6,2,3,2
265217,3.04516312566317,6,4,7,4,5,4,3,1
265219,,,4,5,2,5,2,2,2
265220,,,4,2,5,2,2,3,2
265221,0.515149085417976,3,7,5,5,2,2,2,1
265222,,,7,5,4,6,4,2,1
265225,,,7,3,3,6,3,3,1
265226,,,7,9,4,5,4,3,2
265227,,,7,3,4,3,3,1,2
265228,0.921935828463988,2,7,2,5,6,5,3,1
265231,,,1,5,5,6,5,2,1
265233,,,4,9,5,3,3,2,2
265235,,,4,9,1,5,1,1,2
265237,,,4,6,5,5,5,3,1
265238,,,4,6,6,2,2,3,2
265240,0.383663142372601,2,4,10,2,2,2,1,2
265243,,,7,8,3,3,3,3,1
265244,0.671129182274555,2,7,11,3,2,2,3,1
265247,,,4,9,2,5,2,3,1
265248,,,1,4,3,2,2,3,2
265251,,,7,8,4,5,4,3,1
265252,0.392729922854246,2,7,4,2,2,2,1,1
265253,0.864091830473272,5,7,9,4,5,4,3,2
265255,,,4,9,3,5,3,2,1
265261,,,7,3,2,4,2,3,2
265262,,,7,9,6,1,1,3,1
265264,,,7,11,6,6,6,3,2
265265,,,7,9,4,5,4,3,1
265266,0.49567433881879,4,7,8,4,1,1,3,2
265268,0.326713732661671,2,7,5,1,2,1,1,2
265274,0.630553003746082,2,7,2,5,3,3,3,2
265276,,,7,9,4,5,4,3,2
265277,0.59609885300477,2,7,3,2,2,2,1,1
265278,,,7,5,3,6,3,1,1
265280,,,7,6,1,1,1,1,2
265281,,,7,5,4,5,4,3,1
265284,,,7,10,3,2,2,2,2
265286,0.780070808460454,2,7,6,2,4,2,1,2
265287,0.88748188194504,2,7,6,1,6,1,2,2
265288,0.458017733859241,2,7,9,1,2,1,1,2
265289,,,7,9,1,2,1,2,1
265291,4.86894106141061,3,1,9,6,5,5,3,2
265293,,,1,9,6,6,6,2,2
265294,,,7,2,2,2,2,1,1
265295,0.976112099138913,3,7,9,2,2,2,3,2
265298,,,4,10,3,6,3,3,1
265299,,,7,4,6,5,5,3,2
265300,0.679367572361505,3,7,9,3,5,3,3,1
265303,,,7,3,2,3,2,3,1
265304,,,7,5,4,5,4,3,2
265306,0.552952947026235,2,4,5,1,2,1,1,2
265307,,,7,3,2,3,2,3,1
265308,,,7,7,1,6,1,3,1
265309,,,1,6,5,6,5,2,1
265310,,,7,5,1,2,1,1,2
265311,,,7,2,3,3,3,2,2
265312,,,-9,3,6,6,6,3,1
265315,,,7,6,3,3,3,3,1
265316,,,7,5,1,3,1,3,1
265317,1.03760941603502,2,4,6,6,6,6,1,2
265318,,,7,5,4,6,4,3,1
265319,0.524323533667255,2,7,9,6,6,6,1,2
265321,,,7,10,3,3,3,1,2
265324,1.23604247885188,3,4,3,6,3,3,1,1
265325,0.492775259012501,2,7,4,1,2,1,1,2
265327,,,7,3,1,3,1,1,1
265328,0.606299062082635,2,7,10,2,5,2,2,1
265329,0.506330371935734,2,7,2,2,5,2,3,1
265330,,,7,8,6,2,2,3,2
265331,,,4,2,4,5,4,3,1
265333,0.838999589589225,1,7,5,4,1,1,3,1
265334,0.246975131793307,2,7,3,5,6,5,3,1
265335,0.647412743996368,4,7,9,3,5,3,3,2
265336,,,7,2,2,3,2,2,1
265337,0.560042762023421,3,4,3,3,5,3,3,1
265338,,,7,1,2,4,2,1,1
265341,0.646882836029221,2,7,9,3,2,2,1,1
265342,0.922864457782322,2,7,6,1,1,1,1,2
265343,2.60608094968108,3,7,6,3,2,2,2,2
265345,1.08113140401675,2,4,7,5,6,5,3,1
265346,,,4,10,4,5,4,3,1
265347,,,7,2,6,3,3,1,1
265348,,,7,11,4,5,4,3,2
265349,,,4,9,6,2,2,1,1
265350,0.408439286573405,7,4,3,6,3,3,2,2
265352,0.519882253422593,3,1,9,6,4,4,1,2
265353,0.795229883856042,2,4,2,1,1,1,1,1
265355,,,4,8,6,4,4,1,2
265357,0.860012640484855,2,7,9,1,3,1,1,2
265358,0.779374765539779,4,7,10,6,1,1,2,2
265359,,,7,3,4,6,4,3,1
265360,,,4,2,4,2,2,3,1
265361,0.742513825995951,2,7,10,4,2,2,1,1
265362,,,1,9,3,3,3,2,2
265364,,,7,9,4,2,2,3,2
265368,0.856003973819109,4,7,6,5,5,5,2,2
265372,1.0134979950671,4,7,11,6,5,5,3,1
265374,,,7,2,3,3,3,1,2
265375,0.789098821790607,2,7,1,2,2,2,1,1
265376,,,7,4,3,4,3,3,2
265378,,,7,2,6,6,6,3,1
265379,,,4,5,6,5,5,3,1
265381,,,7,3,4,5,4,3,2
265382,,,4,2,5,3,3,3,2
265383,1.21545101987501,1,4,2,6,5,5,3,1
265385,0.469837237108401,3,4,10,5,3,3,3,2
265387,,,4,5,6,6,6,3,2
265389,,,7,3,5,5,5,3,1
265390,,,7,5,4,5,4,3,1
265392,,,7,11,5,3,3,1,1
265393,,,7,10,6,5,5,3,2
265394,,,7,3,2,4,2,3,1
265395,0.859490989776947,4,4,10,3,2,2,1,2
265396,,,4,2,5,6,5,3,1
265399,,,4,9,6,4,4,3,2
265401,,,7,9,6,6,6,3,1
265405,,,7,1,4,5,4,3,1
265406,,,4,10,1,3,1,2,1
265407,0.36343291112757,3,7,5,4,6,4,3,2
265409,,,7,10,5,5,5,3,2
265410,,,4,6,2,5,2,3,2
265411,,,7,9,1,2,1,1,1
265414,0.547139864634449,2,4,2,6,3,3,3,2
265415,1.87243153674676,3,4,2,5,5,5,3,2
265417,,,7,6,5,2,2,3,2
265418,0.657999951629267,4,4,4,5,5,5,3,2
265419,,,7,4,3,2,2,2,1
265420,,,4,3,5,3,3,3,2
265421,0.835725247136,3,7,1,6,2,2,3,1
265423,,,7,5,2,2,2,1,2
265424,0.705741063410029,2,7,11,1,5,1,2,1
265425,0.596859260226955,4,4,8,2,4,2,2,2
265426,1.14548417419083,3,7,6,3,5,3,3,2
265427,0.873519420246364,2,7,2,1,2,1,1,1
265428,2.32055391078955,3,4,1,6,5,5,3,1
265430,0.414035202471994,2,7,10,3,3,3,1,2
265431,1.35994466719781,3,7,5,2,6,2,3,1
265432,,,7,5,6,5,5,3,2
265433,0.517232984402126,1,7,9,1,2,1,2,1
265434,0.527888747823582,3,7,9,5,3,3,3,2
265438,0.764167639861417,8,7,6,2,3,2,1,2
265439,0.809057130755196,4,1,7,5,2,2,3,2
265441,0.461419469196397,2,7,5,4,5,4,3,1
265443,0.449376987718381,2,7,8,4,2,2,2,2
265444,,,4,6,3,6,3,3,1
265445,,,4,2,6,2,2,3,2
265446,0.83408319412019,3,7,2,4,3,3,3,2
265451,,,7,9,2,2,2,3,1
265452,,,7,4,3,5,3,3,2
265457,,,7,5,2,3,2,3,1
265458,,,7,9,2,3,2,2,2
265461,,,4,1,3,3,3,3,2
265466,1.55172273565009,8,7,5,4,2,2,3,1
265468,,,7,9,2,3,2,2,1
265469,,,7,10,1,2,1,1,1
265470,2.30860236511834,3,7,6,5,2,2,1,2
265471,0.628858577286425,2,7,1,2,3,2,3,2
265473,,,7,9,3,5,3,3,1
265474,,,7,7,1,5,1,1,1
265475,,,7,9,1,2,1,2,2
265476,,,7,10,3,6,3,1,1
265479,,,7,11,6,5,5,1,1
265484,0.504271259761385,3,7,10,3,4,3,2,2
265486,,,7,5,3,3,3,3,1
265489,0.271136088617498,2,7,9,1,2,1,1,2
265494,,,7,5,6,6,6,3,1
265496,0.825044528423248,2,7,6,3,3,3,3,1
265497,,,7,6,6,6,6,3,1
265499,,,-9,3,6,6,6,2,1
265500,,,4,10,4,5,4,3,1
265507,0.497659400398264,2,7,9,3,3,3,2,2
265508,,,4,3,4,4,4,1,1
265510,,,1,9,6,6,6,3,2
265513,,,4,9,4,2,2,3,1
265515,,,4,3,5,3,3,3,2
265517,1.10659009209897,2,4,8,3,6,3,1,1
265518,,,4,4,6,6,6,3,2
265519,,,4,10,3,5,3,3,1
265520,0.630566119521368,2,7,2,1,5,1,3,2
265521,,,7,4,5,5,5,3,2
265523,2.05963872552257,3,7,5,6,5,5,3,2
265524,1.54470738399267,2,7,7,3,3,3,2,1
265525,,,7,9,6,3,3,2,2
265529,,,1,6,3,6,3,1,1
265531,2.50350100677348,3,7,5,6,5,5,2,2
265533,,,7,4,3,2,2,1,2
265534,,,7,2,5,6,5,3,2
265536,,,7,9,4,6,4,3,1
265538,0.643883655047064,2,7,10,3,3,3,3,1
265539,,,4,9,5,5,5,3,2
265540,,,7,2,2,5,2,3,2
265543,,,7,2,3,6,3,3,2
265545,0.918303689875716,6,4,9,5,5,5,3,2
265546,0.510105651007556,2,7,6,6,5,5,3,1
265549,,,4,4,2,5,2,2,1
265550,0.623693544646238,2,4,8,3,2,2,1,2
265554,,,7,6,1,6,1,3,1
265555,,,4,2,4,2,2,3,2
265557,1.015350947684,2,4,10,1,2,1,2,2
265558,0.506374409259133,2,7,9,3,1,1,3,2
265560,,,7,9,4,4,4,3,1
265561,,,7,4,6,3,3,1,1
265564,,,4,6,4,5,4,3,2
265566,1.48037627616921,3,4,4,3,2,2,3,2
265567,0.495264213620923,2,7,6,2,1,1,2,2
265568,3.76380759739972,5,1,4,5,6,5,3,2
265569,,,4,3,5,5,5,2,2
265570,,,7,2,3,3,3,1,2
265572,1.25913741416103,2,7,6,5,6,5,3,1
265573,0.527888747823582,2,7,9,1,2,1,1,2
265574,,,4,9,6,5,5,2,1
265575,,,4,11,6,6,6,3,1
265577,,,7,7,2,5,2,3,2
265578,,,7,8,2,2,2,2,2
265579,1.28144779072196,3,7,1,3,5,3,3,2
265580,,,7,5,2,5,2,3,2
265581,0.966686028188824,2,7,2,6,3,3,3,2
265584,,,7,11,5,5,5,3,1
265585,1.03670939147981,2,7,10,5,4,4,3,1
265590,,,4,9,3,6,3,3,2
265592,,,7,9,6,5,5,2,2
265593,0.903326845462193,3,4,3,6,3,3,3,2
265597,0.522442909892121,2,7,11,1,3,1,1,2
265599,0.564703646870674,2,7,8,6,6,6,3,2
265601,,,4,3,6,1,1,1,1
265602,0.32547937858531,2,7,4,4,5,4,2,2
265603,0.52821677803661,2,4,6,1,6,1,1,2
265605,,,1,7,6,2,2,2,2
265606,,,7,7,2,2,2,1,2
265609,0.84140374566583,3,7,9,2,6,2,3,2
265610,,,7,5,3,2,2,3,2
265614,0.470339730844864,2,4,4,1,1,1,1,2
265615,,,7,8,1,2,1,1,1
265618,5.13956390879337,6,7,4,6,6,6,3,1
265619,,,7,8,3,5,3,3,2
265621,5.30281584564883,3,4,9,6,6,6,2,2
265622,,,4,6,2,3,2,1,1
265623,,,7,4,4,5,4,2,2
265624,,,4,1,5,2,2,3,2
265625,,,7,6,3,5,3,3,1
265626,0.830895523046333,3,7,8,6,5,5,2,2
265627,,,7,1,6,5,5,2,2
265628,0.550921931188555,3,7,3,5,5,5,3,1
265629,2.40817053685319,3,7,6,2,6,2,2,1
265630,,,7,8,6,4,4,3,1
265631,,,7,9,5,3,3,3,1
265632,,,7,5,3,3,3,2,1
265634,3.04586245311724,6,7,6,2,6,2,2,1
265645,,,4,11,4,2,2,1,2
265646,,,7,9,4,5,4,2,2
265647,0.502232584505774,3,7,6,1,3,1,2,2
265650,0.985551751136898,3,4,11,6,5,5,3,2
265655,1.5772461489499,3,4,9,6,2,2,3,2
265656,,,7,2,1,4,1,2,2
265658,0.663517778972513,2,7,2,3,3,3,3,1
265659,,,4,3,3,5,3,3,2
265661,0.791307966948046,2,7,2,3,4,3,3,2
265662,,,1,9,3,6,3,2,1
265663,0.594689742762608,2,7,9,1,1,1,2,1
265664,,,4,11,5,5,5,3,1
265665,,,4,10,4,5,4,3,1
265667,,,7,1,3,5,3,3,2
265669,,,7,11,3,4,3,2,1
265671,0.584508467308545,3,4,2,4,2,2,1,2
265673,,,7,2,5,3,3,1,1
265675,,,7,9,3,3,3,3,2
265676,,,7,9,2,2,2,1,2
265677,,,4,5,6,5,5,3,1
265678,0.53897929974127,2,7,9,1,1,1,2,2
265679,,,7,5,5,5,5,3,2
265680,,,1,5,3,5,3,3,1
265681,,,7,9,1,3,1,1,1
265682,1.71295371681244,3,4,2,4,6,4,2,2
265683,,,7,11,2,2,2,2,2
265685,,,7,2,1,2,1,1,2
265688,,,1,3,6,6,6,3,2
265689,,,7,3,4,6,4,3,2
265690,,,7,1,2,5,2,3,2
265691,0.49369217315764,2,4,10,6,3,3,2,2
265693,,,4,3,3,5,3,3,1
265696,,,7,4,4,2,2,2,1
265697,,,7,8,2,5,2,2,2
265698,,,7,9,2,5,2,3,1
265701,,,4,6,5,5,5,3,1
265706,,,7,4,1,1,1,2,2
265707,,,7,6,4,2,2,3,2
265708,,,7,5,1,2,1,2,1
265709,,,7,9,2,5,2,3,2
265710,,,7,1,4,6,4,3,1
265711,,,7,10,2,5,2,2,1
265712,1.63828004917127,4,4,6,4,5,4,3,1
265715,0.363095190378152,2,4,8,2,2,2,2,2
265719,,,7,5,6,2,2,2,2
265722,,,4,1,5,6,5,3,1
265725,0.35674791367828,2,7,5,1,2,1,1,2
265728,,,7,3,6,6,6,3,2
265734,,,4,9,1,3,1,2,2
265737,0.839817285765111,3,4,5,6,5,5,3,1
265740,1.56820585722552,4,7,8,2,2,2,1,1
265742,,,-9,8,6,6,6,3,2
265745,0.528858508034203,2,7,2,1,2,1,1,2
265746,,,7,10,5,2,2,2,2
265754,,,7,5,3,6,3,1,1
265755,,,4,5,4,6,4,3,1
265757,0.951429536524198,2,4,8,1,2,1,1,1
265762,,,7,2,1,5,1,3,1
265763,,,4,2,4,6,4,3,2
265764,,,4,6,6,5,5,3,1
265770,,,7,2,6,6,6,3,2
265771,,,7,2,2,2,2,2,2
265773,1.156823859813,2,7,9,3,3,3,1,1
265774,3.64747854902545,3,4,4,4,4,4,3,2
265775,,,1,6,5,6,5,3,2
265777,,,4,9,6,6,6,3,2
265779,,,4,8,5,6,5,3,1
265781,1.82457336717995,4,7,8,1,3,1,3,2
265782,,,7,10,6,2,2,2,1
265783,,,7,9,2,4,2,1,1
265786,,,4,2,5,6,5,3,1
265787,,,4,10,2,2,2,1,1
265788,0.303642758068481,2,4,10,6,2,2,1,2
265793,,,7,9,5,3,3,3,2
265796,0.559933380758777,2,7,5,4,2,2,2,2
265797,,,7,5,2,6,2,3,1
265799,,,4,5,1,3,1,2,2
265800,0.856003973819109,3,7,6,3,5,3,3,2
265801,,,7,6,2,6,2,2,2
265803,0.505051406424658,2,7,3,5,6,5,3,1
265805,0.492456738340584,2,7,9,2,5,2,2,2
265806,,,7,5,2,2,2,1,2
265807,4.45438299031614,5,4,2,3,5,3,3,2
265808,,,7,6,4,6,4,1,1
265809,0.620279523020112,3,7,2,3,5,3,2,2
265812,0.383113596226886,3,7,3,2,3,2,1,2
265814,1.01410257268339,3,4,1,6,2,2,3,1
265816,,,7,2,4,6,4,3,2
265818,,,4,9,6,3,3,3,2
265822,,,1,4,3,2,2,3,1
265823,,,7,9,1,3,1,3,1
265825,0.516319635896286,2,7,1,1,3,1,1,1
265831,,,4,3,6,6,6,3,1
265832,0.761932702704491,2,7,10,5,2,2,3,1
265835,,,7,4,4,2,2,1,2
265836,0.527888747823582,3,7,9,5,5,5,2,2
265839,,,7,3,2,4,2,3,2
265841,1.57451411157295,2,4,8,3,3,3,1,2
265842,0.459571422164496,6,7,10,4,3,3,2,2
265843,,,7,9,3,2,2,2,2
265844,,,7,11,3,5,3,3,1
265846,0.365385589015778,2,7,10,1,3,1,1,2
265847,,,7,5,1,3,1,1,1
265850,,,4,3,2,5,2,1,2
265852,,,7,3,3,4,3,2,2
265854,1.16383101948995,2,4,8,4,2,2,2,1
265855,,,7,9,1,5,1,1,2
265856,0.393303439392705,2,7,3,1,5,1,1,1
265857,,,7,8,2,5,2,3,2
265859,,,4,5,1,3,1,3,2
265862,0.463276382920453,2,7,9,2,5,2,1,1
265864,,,7,6,4,5,4,3,2
265865,,,7,8,2,2,2,1,1
265867,,,1,11,6,6,6,3,2
265868,5.02716144268259,1,7,2,6,6,6,2,1
265876,0.338008312224449,2,7,10,2,1,1,1,2
265877,,,7,9,1,1,1,1,1
265878,,,7,1,6,6,6,3,2
265879,,,4,3,5,6,5,3,1
265881,,,7,9,1,3,1,1,2
265885,0.532469821963189,2,4,2,6,5,5,3,2
265886,0.970273562774004,3,7,9,4,6,4,3,1
265887,0.412311736907758,7,7,3,2,3,2,3,1
265891,0.504528857827772,2,7,10,1,3,1,3,1
265892,0.521069975532229,2,7,10,6,5,5,1,1
265893,0.78189218708374,2,7,3,5,5,5,3,2
265894,,,7,10,2,3,2,1,1
265895,0.533141209638452,3,7,7,5,6,5,3,2
265898,,,7,2,6,5,5,3,2
265899,,,7,9,2,2,2,3,1
265900,,,7,2,6,6,6,3,2
265901,,,4,5,3,5,3,3,2
265902,1.377794378157,4,4,6,2,5,2,3,1
265904,0.643688893620265,2,7,2,2,3,2,1,2
265905,1.40664686999046,3,4,6,6,6,6,1,2
265907,,,4,8,6,6,6,3,1
265909,0.535666103722481,3,4,10,3,2,2,2,2
265912,0.722329493707044,2,7,6,1,1,1,1,1
265915,1.59992093340711,3,4,4,4,6,4,3,2
265918,0.808223679521871,3,7,3,6,5,5,3,2
265919,,,4,4,3,5,3,3,1
265920,,,4,5,6,5,5,3,2
265921,,,7,10,2,2,2,2,2
265924,,,7,3,6,6,6,3,1
265926,1.09850384919791,2,7,4,4,5,4,3,1
265930,,,7,10,5,4,4,3,2
265932,,,4,3,5,6,5,2,1
265938,,,7,9,5,5,5,3,1
265939,,,7,1,4,3,3,2,1
265940,,,4,4,5,2,2,1,2
265943,,,7,6,2,2,2,3,1
265945,,,7,3,6,4,4,3,2
265946,,,1,6,3,4,3,3,1
265949,0.618214023324583,3,7,5,3,3,3,3,1
265950,0.311607912751146,2,4,4,6,2,2,1,2
265951,,,7,3,2,3,2,1,1
265953,,,7,6,5,5,5,3,1
265955,,,4,2,5,5,5,2,1
265956,,,7,9,6,2,2,2,2
265958,,,7,3,2,3,2,3,1
265963,0.378801166721464,2,7,2,4,4,4,3,2
265964,0.679701697261195,2,4,6,3,2,2,1,2
265966,,,7,5,6,3,3,3,1
265967,,,7,8,6,5,5,3,2
265971,2.95665387251811,6,7,1,2,2,2,2,1
265972,,,1,5,5,2,2,1,1
265974,,,7,5,6,6,6,3,2
265975,1.09611246923153,3,7,1,2,3,2,1,2
265976,,,7,8,1,5,1,2,2
265977,0.597786485600528,3,7,5,4,2,2,3,2
265978,0.596793986565251,3,4,2,3,3,3,2,1
265982,,,7,5,4,5,4,3,1
265983,,,4,4,1,6,1,2,1
265984,,,7,3,1,2,1,1,1
265987,,,4,9,1,3,1,1,1
265988,0.706736732611334,2,7,3,4,3,3,3,2
265989,0.557289663880727,2,7,1,3,3,3,1,2
265990,0.605374111024883,2,7,9,3,6,3,2,1
265991,0.819461734300334,2,4,8,2,1,1,1,1
265993,,,7,1,2,5,2,3,1
265995,4.47462871827917,5,4,9,3,6,3,3,2
265996,,,7,3,6,1,1,2,2
265997,,,4,9,5,4,4,3,2
266001,,,7,4,6,6,6,3,2
266002,1.77782203823825,6,7,2,2,5,2,3,2
266003,0.38735136375852,2,7,5,4,6,4,3,2
266005,,,4,3,3,6,3,3,1
266006,,,7,3,6,3,3,3,2
266007,,,1,5,3,5,3,3,1
266008,,,7,9,1,2,1,1,2
266009,0.421800005788856,2,7,1,1,3,1,1,2
266010,,,7,2,1,2,1,3,1
266012,0.387888481820288,2,7,5,1,2,1,1,1
266013,0.970273562774004,2,7,9,2,2,2,1,1
266014,,,7,3,3,4,3,2,2
266017,0.358247101530951,2,7,2,1,6,1,3,2
266019,0.971054000079209,6,7,10,2,5,2,3,2
266024,,,7,9,2,1,1,1,2
266025,0.585282883240598,3,4,9,4,1,1,3,2
266026,,,7,11,4,5,4,3,1
266027,,,7,3,4,5,4,3,1
266028,0.475698959807827,2,4,10,1,2,1,1,2
266029,,,7,9,2,6,2,2,1
266031,,,4,9,3,3,3,3,2
266036,,,7,11,4,6,4,3,2
266038,,,4,9,4,4,4,3,1
266039,0.465712489439016,2,7,10,1,1,1,1,1
266040,0.992600479530825,2,7,11,2,5,2,2,2
266050,,,7,7,2,1,1,1,1
266052,,,4,6,1,4,1,3,2
266053,,,7,1,1,5,1,2,1
266056,1.27501495005246,2,4,5,2,3,2,1,1
266062,,,4,2,3,4,3,1,2
266063,,,7,9,1,3,1,3,2
266064,2.31354765165409,6,4,3,5,5,5,3,1
266065,0.305310769877497,2,7,5,1,3,1,3,2
266066,,,7,5,4,4,4,3,2
266068,,,7,2,1,6,1,1,1
266070,,,7,5,4,5,4,1,1
266071,,,4,4,6,1,1,1,1
266074,,,7,7,6,5,5,3,2
266078,0.513181587573484,3,7,2,5,6,5,3,2
266080,1.60807994648293,3,7,4,2,4,2,1,1
266082,0.981629234925344,3,7,3,3,3,3,3,2
266083,,,4,6,6,2,2,2,2
266084,0.675522061482656,2,7,9,4,4,4,2,2
266089,,,7,10,5,2,2,3,2
266090,0.437671169447564,2,7,8,1,2,1,2,2
266091,,,7,2,1,3,1,1,1
266094,2.03765039126777,7,4,6,4,6,4,3,1
266095,,,7,1,5,6,5,3,1
266096,,,4,4,4,6,4,3,2
266099,0.341197066878819,2,7,3,3,2,2,3,2
266101,0.454266865693583,2,7,2,4,4,4,3,1
266103,0.773629607747961,2,7,7,1,2,1,3,2
266104,,,4,5,4,3,3,1,1
266110,,,7,4,6,2,2,3,1
266112,,,7,3,6,5,5,3,2
266113,0.939777791658708,1,4,9,2,2,2,2,1
266114,,,7,3,2,5,2,2,1
266121,,,4,11,5,2,2,2,1
266122,,,4,4,5,5,5,1,1
266126,0.576454047790108,2,7,1,2,5,2,2,1
266130,,,4,4,6,6,6,3,2
266132,,,4,6,2,2,2,1,2
266137,,,7,3,6,2,2,2,1
266138,0.708636011213006,3,7,9,1,5,1,3,2
266142,,,7,9,5,6,5,3,1
266146,,,4,5,2,2,2,2,1
266148,,,4,5,3,4,3,2,2
266149,,,7,3,4,5,4,3,1
266154,0.906742811433669,2,7,11,1,2,1,3,2
266155,1.14949726485129,2,7,9,6,2,2,3,2
266156,,,7,8,1,2,1,1,2
266158,1.20697624293745,2,7,2,5,5,5,3,2
